pickup_taxizone_id,pickup_hour,pickup_weekday,average_fare,total_rides,total_fare,average_trip_distance,average_percent_tip
72.0,13,0,19.26791208791209,91,1753.38,4.689010989010989,1.1118386066121257
72.0,13,1,24.303428571428572,105,2551.86,5.725714285714286,1.015657073309518
72.0,13,2,22.34461538461538,104,2323.8399999999997,5.329326923076923,1.0887212572629088
72.0,13,3,22.625154639175257,97,2194.64,4.950309278350516,0.8753543116777985
72.0,13,4,22.10953125,128,2830.02,4.80125,1.0773022230908749
72.0,13,5,22.519642857142852,56,1261.0999999999997,5.551785714285715,1.8539861058104934
72.0,13,6,18.945301204819277,83,1572.46,4.326385542168674,1.8298353494936412
72.0,14,0,19.830493827160495,81,1606.27,4.3486419753086425,1.5732622067904718
72.0,14,1,20.923783783783783,74,1548.36,4.803783783783783,1.2005075595530645
72.0,14,2,22.438529411764705,102,2288.73,5.02578431372549,10.687813681174195
72.0,14,3,21.1196,75,1583.9699999999998,4.582533333333333,1.6730445263440539
72.0,14,4,22.025185185185183,81,1784.04,4.863086419753086,1.0669149833503828
72.0,14,5,26.74826923076923,52,1390.9099999999999,7.08576923076923,4.973614913025117
72.0,14,6,22.62065420560748,107,2420.4100000000003,4.992336448598129,1.5046013261423663
72.0,15,0,26.00072727272727,55,1430.04,6.635454545454544,0.6729061102831595
72.0,15,1,20.846835443037975,79,1646.9,4.789873417721519,1.540636095148141
72.0,15,2,25.184588235294118,85,2140.69,5.307882352941176,2.590467298604873
72.0,15,3,23.568676470588237,68,1602.67,5.252352941176471,10.077020312657197
72.0,15,4,28.95828571428571,70,2027.08,6.3549999999999995,2.268223176709546
72.0,15,5,20.731666666666666,42,870.73,4.12547619047619,1.2689672741267488
72.0,15,6,21.353333333333328,81,1729.6199999999997,4.403456790123457,2.274632835090351
72.0,16,0,28.185471698113208,53,1493.83,5.583962264150943,1.753554786821917
72.0,16,1,24.12666666666667,51,1230.46,5.929999999999999,1.328499931441108
72.0,16,2,24.928214285714287,56,1395.98,4.9487499999999995,0.17857142857142858
72.0,16,3,27.3695,40,1094.78,6.0435,1.2002508361204014
72.0,16,4,25.841309523809525,84,2170.67,6.103571428571428,1.219112645156766
72.0,16,5,35.770227272727276,44,1573.89,8.98909090909091,2.0689552064556724
72.0,16,6,25.48185185185185,54,1376.02,6.422037037037037,1.7716459415292645
72.0,17,0,22.79483870967742,31,706.6400000000001,4.880322580645162,1.0592206586636848
72.0,17,1,22.410357142857144,56,1254.98,4.416428571428571,1.613231831194016
72.0,17,2,25.477317073170735,41,1044.5700000000002,4.882195121951219,0.5370544090056285
72.0,17,3,24.82,47,1166.54,4.740851063829787,2.0769371228961577
72.0,17,4,23.451702127659576,47,1102.23,4.680425531914893,1.81199112428357
72.0,17,5,24.166458333333335,48,1159.99,5.232083333333334,2.175062944718117
72.0,17,6,20.13340425531915,47,946.27,4.513617021276596,22.4919538398153
72.0,18,0,24.5704,50,1228.52,5.3704,1.9098112661896152
72.0,18,1,25.85640625,64,1654.81,6.548906249999999,1.1877771351455562
72.0,18,2,17.741372549019605,51,904.81,3.802745098039216,3.1174905256220136
72.0,18,3,23.742391304347827,46,1092.15,4.715217391304347,2.2684611282437372
72.0,18,4,22.532615384615383,65,1464.62,5.546769230769231,2.582164313419374
72.0,18,5,23.559387755102037,49,1154.4099999999999,4.016530612244898,2.0643322236822113
72.0,18,6,27.71625,48,1330.3799999999999,6.981874999999999,2.8354799659192182
72.0,19,0,34.48466666666666,45,1551.81,8.346666666666666,1.235
72.0,19,1,22.140144927536234,69,1527.67,5.630144927536231,1.798872076994688
72.0,19,2,20.696949152542373,59,1221.1200000000001,5.536610169491526,0.13262599469496023
72.0,19,3,19.263684210526314,38,732.02,4.281578947368421,0.0
72.0,19,4,22.689285714285713,70,1588.25,4.767428571428571,2.2335341352066003
72.0,19,5,20.57428571428571,56,1152.1599999999999,4.476607142857143,13.635179728494109
72.0,19,6,28.31625,48,1359.18,8.484375,4.844395615086841
72.0,20,0,24.163157894736845,38,918.2,3.149473684210526,2.7724430815791288
72.0,20,1,21.31291666666667,48,1023.0200000000001,5.08875,2.745102802876637
72.0,20,2,23.037804878048778,41,944.55,5.442682926829268,2.115890484100861
72.0,20,3,29.011891891891892,37,1073.44,6.665405405405406,5.617063958368307
72.0,20,4,25.710980392156863,51,1311.26,2.6592156862745098,2.3580802454325394
72.0,20,5,20.119666666666664,60,1207.1799999999998,3.4669999999999996,3.10605075364574
72.0,20,6,28.947599999999998,50,1447.3799999999999,5.625,1.5275072463768113
72.0,21,0,25.159583333333334,48,1207.66,5.131875,2.751401768482946
72.0,21,1,23.209999999999997,60,1392.6,4.465166666666666,3.473476292017183
72.0,21,2,20.08350649350649,77,1546.4299999999998,4.103116883116883,3.0285682235249
72.0,21,3,30.313333333333333,51,1545.98,6.507843137254903,0.7515272775776978
72.0,21,4,24.774571428571427,70,1734.2199999999998,5.753571428571428,4.3037525880596705
72.0,21,5,24.69707692307692,65,1605.31,5.356615384615385,2.504774241723886
72.0,21,6,24.470156250000002,64,1566.0900000000001,3.2534375000000004,3.408031921340453
72.0,22,0,25.440566037735852,53,1348.3500000000001,6.953584905660375,1.651955181791046
72.0,22,1,22.56625,48,1083.18,6.508124999999999,3.0505555677464105
72.0,22,2,23.063653846153844,52,1199.31,5.725192307692307,2.7840375273245472
72.0,22,3,25.108750000000004,56,1406.0900000000001,6.5946428571428575,3.151105542908787
72.0,22,4,25.92578125,64,1659.25,6.553437499999999,2.134447671206234
72.0,22,5,22.023478260869563,69,1519.62,4.802173913043479,2.7062335358268035
72.0,22,6,27.375925925925927,54,1478.3,8.020555555555555,2.2958937215323227
72.0,23,0,20.295945945945945,37,750.9499999999999,4.797567567567567,6.968166117143298
72.0,23,1,21.17108108108108,37,783.33,5.2708108108108105,6.555878794581249
72.0,23,2,17.101190476190474,42,718.25,4.14095238095238,5.237121330745738
72.0,23,3,14.886750000000001,40,595.47,2.76125,3.1478535353535353
72.0,23,4,19.63586956521739,46,903.25,5.0147826086956515,2.003714062669879
72.0,23,5,23.829710144927535,69,1644.25,5.35304347826087,2.620795265612737
72.0,23,6,18.051694915254238,59,1065.05,3.9145762711864407,4.407328939964196
73.0,0,0,20.0,3,60.0,6.553333333333334,0.0
73.0,0,1,29.0625,4,116.25,7.95,6.414285714285714
73.0,0,2,27.5,2,55.0,8.3,0.0
73.0,0,3,28.142857142857142,7,197.0,7.692857142857143,5.9503791864726585
73.0,0,4,18.37625,8,147.01,2.75125,6.183673469387755
73.0,0,5,28.64090909090909,11,315.05,3.6536363636363642,10.309096156368883
73.0,0,6,16.125,4,64.5,4.9825,12.969748858447488
73.0,1,0,11.0,3,33.0,2.816666666666667,0.0
73.0,1,1,35.5,1,35.5,12.29,0.0
73.0,1,2,28.864285714285717,7,202.05,8.831428571428573,0.0
73.0,1,3,15.01,5,75.05,3.3259999999999996,52.67999999999999
73.0,1,4,9.5,2,19.0,2.2,0.0
73.0,1,5,30.6,5,153.0,10.556000000000001,10.768055555555557
73.0,1,6,8.0,1,8.0,2.05,11.625
73.0,2,0,36.25,2,72.5,12.045,0.0
73.0,2,1,33.09166666666667,6,198.55,5.748333333333332,0.0
73.0,2,2,2.875,4,11.5,0.25,8.000000000000002
73.0,2,3,10.5,2,21.0,2.7,0.0
73.0,2,4,20.083333333333332,6,120.5,6.3566666666666665,3.6041666666666665
73.0,2,5,18.571428571428573,7,130.0,2.64,9.680321499588283
73.0,2,6,23.25,2,46.5,7.26,0.0
73.0,3,0,16.029999999999998,3,48.089999999999996,0.6,14.444943446440453
73.0,3,1,28.05,3,84.15,6.469999999999999,12.121212121212123
73.0,3,2,35.0,1,35.0,12.28,0.0
73.0,3,4,18.5,9,166.5,5.346666666666667,0.0
73.0,3,5,22.357142857142858,7,156.5,3.7700000000000005,16.137428503739805
73.0,3,6,25.5075,8,204.06,4.99375,1.1919029362815026
73.0,4,0,15.046923076923077,13,195.61,3.24,1.6029776674937963
73.0,4,1,26.75,6,160.5,7.243333333333333,2.9333333333333336
73.0,4,2,16.070999999999998,10,160.70999999999998,4.206,4.804761904761905
73.0,4,3,30.5,5,152.5,8.977999999999998,0.0
73.0,4,4,20.605454545454545,11,226.66,5.020909090909091,15.330164829608657
73.0,4,5,33.156,10,331.56,3.2399999999999998,34.76233351624901
73.0,4,6,24.131875,16,386.11,6.94375,7.955476263829068
73.0,5,0,14.833333333333334,3,44.5,4.596666666666667,8.666666666666666
73.0,5,1,27.286,5,136.43,-0.4740000000000002,0.0
73.0,5,2,52.0,1,52.0,0.0,0.0
73.0,5,3,15.410909090909088,11,169.51999999999998,4.159090909090909,5.790235392402575
73.0,5,4,13.522,5,67.61,1.9920000000000002,22.000000000000004
73.0,5,5,17.875,12,214.5,4.684166666666667,7.76801850066074
73.0,5,6,29.7,8,237.6,8.30625,2.76027397260274
73.0,6,0,27.762222222222224,9,249.86,7.957777777777778,9.940284015348727
73.0,6,1,14.502500000000001,4,58.010000000000005,2.87,12.09920634920635
73.0,6,2,23.525,18,423.45,6.135000000000001,4.9427486094152755
73.0,6,3,28.700000000000003,9,258.3,8.81,0.0
73.0,6,4,13.833333333333334,3,41.5,4.1000000000000005,16.490121899957966
73.0,6,5,31.928571428571427,7,223.5,8.05,10.225760712717234
73.0,6,6,19.6,5,98.0,6.134,181.11111111111111
73.0,7,0,30.31714285714286,7,212.22,8.082857142857142,12.550649350649351
73.0,7,1,26.578260869565216,23,611.3,6.554782608695653,4.3699589749933
73.0,7,2,29.082000000000004,5,145.41000000000003,3.568,0.0
73.0,7,3,20.621111111111112,9,185.59,4.147777777777778,2.236111111111111
73.0,7,4,6.9375,8,55.5,1.65625,0.7000000000000001
73.0,7,5,11.986666666666666,12,143.84,1.1358333333333333,2.763888888888889
73.0,7,6,22.125,4,88.5,7.5125,0.0
73.0,8,0,19.31,19,366.89,5.102631578947369,5.608213957413041
73.0,8,1,24.409285714285716,14,341.73,4.6621428571428565,1.1038961038961037
73.0,8,2,18.77875,16,300.46,3.9437499999999996,6.351438492063492
73.0,8,3,30.11125,8,240.89,6.9475,4.72473604826546
73.0,8,4,19.43136363636364,22,427.49,4.0231818181818175,7.918429220775312
73.0,8,5,12.0,6,72.0,2.8966666666666665,2.4175824175824174
73.0,8,6,26.166666666666668,3,78.5,8.416666666666666,10.320631397212972
73.0,9,0,23.49153846153846,13,305.39,7.359230769230769,5.00455323197798
73.0,9,1,28.830000000000002,14,403.62,6.9957142857142856,0.0
73.0,9,2,30.043,10,300.43,7.919,0.0
73.0,9,3,29.998749999999998,16,479.97999999999996,6.338750000000001,0.0
73.0,9,4,33.39625,8,267.17,10.808750000000002,5.055483870967742
73.0,9,5,17.666666666666668,9,159.0,3.6344444444444446,5.494579743347113
73.0,9,6,18.74285714285714,7,131.2,2.795714285714286,6.094619666048238
73.0,10,0,26.68083333333333,12,320.16999999999996,6.905,2.035294117647059
73.0,10,1,17.209230769230768,13,223.72,3.8707692307692314,5.677663512957631
73.0,10,2,19.384666666666664,15,290.77,4.173333333333334,3.144553376906318
73.0,10,3,27.958823529411767,17,475.3,7.2958823529411765,0.0
73.0,10,4,25.238333333333333,12,302.86,6.703333333333333,0.0
73.0,10,5,20.45777777777778,9,184.12,5.2733333333333325,3.4718000675447485
73.0,10,6,23.41578947368421,19,444.9,6.266842105263159,4.084092174881649
73.0,11,0,19.755555555555553,9,177.79999999999998,3.1033333333333335,2.9465020576131686
73.0,11,1,18.443157894736842,19,350.42,4.127368421052631,4.701884985416394
73.0,11,2,18.75,4,75.0,5.3149999999999995,3.849206349206349
73.0,11,3,20.904444444444444,9,188.14,4.638888888888889,2.4691358024691357
73.0,11,4,21.90142857142857,14,306.62,5.016428571428571,0.0
73.0,11,5,19.466666666666665,15,292.0,5.350666666666666,4.180103556574145
73.0,11,6,21.193125000000002,16,339.09000000000003,4.431875,2.0133928571428568
73.0,12,0,16.875,4,67.5,4.6175,0.0
73.0,12,1,29.09363636363636,11,320.03,6.380000000000001,0.7083825265643447
73.0,12,2,23.4875,12,281.85,4.664166666666667,1.7111111111111112
73.0,12,3,20.369999999999997,10,203.7,3.716,9.29968253968254
73.0,12,4,31.951538461538462,13,415.37,8.746153846153847,0.0
73.0,12,5,27.094285714285714,14,379.32,8.190000000000001,0.0
73.0,12,6,13.959411764705882,17,237.31,4.10235294117647,4.906999050537309
73.0,13,0,23.268125,16,372.29,5.91,1.6817528735632183
73.0,13,1,19.23875,16,307.82,3.40625,2.9400075414781295
73.0,13,2,18.935714285714287,14,265.1,4.485714285714286,0.9652509652509653
73.0,13,3,14.23076923076923,13,185.0,3.815384615384615,4.13418029933867
73.0,13,4,14.47888888888889,18,260.62,2.532222222222222,3.623219373219373
73.0,13,5,24.000999999999998,10,240.01,4.851,7.1292693343846505
73.0,13,6,20.073124999999997,16,321.16999999999996,4.702500000000001,2.984593837535014
73.0,14,0,26.4,5,132.0,8.309999999999999,7.561538461538461
73.0,14,1,20.24761904761905,21,425.20000000000005,4.25047619047619,3.1619047619047613
73.0,14,2,21.052142857142858,14,294.73,6.417857142857144,3.530154199718289
73.0,14,3,27.885833333333334,12,334.63,5.6049999999999995,1.4470969643383436
73.0,14,4,25.252307692307696,13,328.28000000000003,4.311538461538462,4.815469104398323
73.0,14,5,27.357142857142858,7,191.5,7.0842857142857145,6.064285714285715
73.0,14,6,26.66625,16,426.66,7.31625,3.049885118416401
73.0,15,0,24.810000000000002,9,223.29000000000002,7.371111111111111,1.2977777777777777
73.0,15,1,21.185714285714287,7,148.3,3.9428571428571426,0.0
73.0,15,2,25.4875,8,203.9,4.42375,0.0
73.0,15,3,26.679999999999996,6,160.07999999999998,6.45,5.1454545454545455
73.0,15,4,30.122857142857146,14,421.72,7.885714285714285,1.1086956521739129
73.0,15,5,21.7075,8,173.66,6.7299999999999995,4.136119257087
73.0,15,6,29.620000000000005,16,473.9200000000001,8.38,1.0101010101010102
73.0,16,0,15.09083333333333,12,181.08999999999997,4.6225000000000005,0.46666666666666673
73.0,16,1,23.95,12,287.4,5.7275,1.8288288288288286
73.0,16,2,30.67142857142857,7,214.7,6.29,3.6171428571428565
73.0,16,3,23.863636363636363,11,262.5,6.171818181818182,1.8997668997668997
73.0,16,4,14.87625,16,238.02,4.143125,13.349514563106796
73.0,16,5,27.835,8,222.68,7.647499999999999,2.251289282836422
73.0,16,6,21.357142857142858,7,149.5,5.671428571428572,13.255665902724727
73.0,17,0,18.785714285714285,7,131.5,4.7542857142857144,8.562835660580022
73.0,17,1,24.251666666666665,6,145.51,5.773333333333333,0.0
73.0,17,2,21.928571428571427,7,153.5,5.484285714285714,2.4489795918367347
73.0,17,3,22.73,10,227.3,6.052999999999999,4.898648648648648
73.0,17,4,17.572857142857142,7,123.00999999999999,4.581428571428572,2.3809523809523805
73.0,17,5,21.071428571428573,7,147.5,6.327142857142858,8.85656095016222
73.0,17,6,34.333333333333336,6,206.0,10.85,6.725051759834368
73.0,18,0,9.916666666666666,6,59.5,7.743333333333333,0.0
73.0,18,1,25.014000000000003,5,125.07000000000001,6.292,0.0
73.0,18,2,26.2,1,26.2,0.0,0.0
73.0,18,3,22.3,6,133.8,5.441666666666666,3.519230412093524
73.0,18,4,17.5,5,87.5,4.786,4.6
73.0,18,5,23.512857142857143,7,164.59,4.51,2.2285714285714286
73.0,18,6,17.2,5,86.0,4.794,22.861538461538462
73.0,19,0,16.2,5,81.0,4.008,3.238095238095238
73.0,19,1,32.266,5,161.32999999999998,7.824,4.082051282051283
73.0,19,2,31.666666666666668,6,190.0,3.5116666666666667,0.0
73.0,19,3,53.775,4,215.1,8.567499999999999,7.7
73.0,19,4,14.355555555555554,9,129.2,2.2633333333333336,6.393650793650795
73.0,19,5,33.282,5,166.41,9.565999999999999,3.4236559139784943
73.0,19,6,24.17375,8,193.39,4.25875,0.0
73.0,20,0,11.666666666666666,3,35.0,3.1633333333333336,0.0
73.0,20,1,40.23,4,160.92,13.715,0.0
73.0,20,2,20.668,5,103.34,4.970000000000001,30.0702842377261
73.0,20,3,53.65,2,107.3,13.6,0.0
73.0,20,4,26.4,5,132.0,8.280000000000001,0.0
73.0,20,5,34.239999999999995,5,171.2,2.666,4.6059171597633135
73.0,20,6,17.6875,4,70.75,2.5525,0.0
73.0,21,0,16.666666666666668,3,50.0,0.01,6.706666666666667
73.0,21,1,15.553333333333333,3,46.66,4.71,5.52
73.0,21,2,17.5,2,35.0,5.17,0.0
73.0,21,3,28.333333333333332,6,170.0,9.421666666666667,9.49090909090909
73.0,21,4,16.416666666666668,6,98.5,1.7766666666666666,0.0
73.0,21,5,23.571428571428573,7,165.0,6.55,6.135836627140975
73.0,21,6,13.25,2,26.5,3.9,7.934782608695652
73.0,22,0,28.0,3,84.0,4.94,0.0
73.0,22,1,29.298000000000002,5,146.49,9.468,2.0476190476190474
73.0,22,2,11.2,5,56.0,6.0920000000000005,6.516393442622951
73.0,22,3,30.0,2,60.0,10.015,21.567251461988302
73.0,22,4,33.5,7,234.5,5.385714285714286,5.929665440232737
73.0,22,5,24.25,4,97.0,3.7150000000000003,18.632679971489665
73.0,22,6,30.25,2,60.5,5.48,13.032786885245901
73.0,23,0,31.25,2,62.5,8.87,10.242718446601943
73.0,23,1,22.666666666666668,3,68.0,7.176666666666667,0.0
73.0,23,3,39.15,2,78.3,6.635,16.89675083186534
73.0,23,4,11.833333333333334,3,35.5,3.473333333333333,0.0
73.0,23,5,40.5,2,81.0,10.385,24.876657824933687
73.0,23,6,21.833333333333332,3,65.5,7.07,7.777777777777778
74.0,0,0,11.010522015433498,4406,48512.35999999999,2.7737108488424878,5.807863601360083
74.0,0,1,9.788807291666666,3840,37589.02,2.4062187500000007,5.748293507352118
74.0,0,2,10.237305972112601,3801,38912.0,2.5059405419626413,4.987593158336582
74.0,0,3,10.496742257985858,4101,43047.14,2.5658254084369667,5.2487947318616754
74.0,0,4,10.513159031979258,4628,48654.90000000001,2.5189606741573036,6.530152457921895
74.0,0,5,11.047565078093712,7491,82757.31,2.799534107595781,6.763292374767772
74.0,0,6,10.83361350099272,7555,81847.95000000001,2.712709463931171,6.483437263080711
74.0,1,0,10.34862526920316,2786,28831.27,2.5170244077530506,4.7937765391126925
74.0,1,1,9.857449408171057,2619,25816.66,2.4120580374188627,5.725901871155229
74.0,1,2,10.172933626696004,2727,27741.590000000004,2.4503483681701503,4.513102776712868
74.0,1,3,9.94365105540897,3032,30149.149999999998,2.456596306068602,5.288329053239668
74.0,1,4,10.654030019824413,3531,37619.380000000005,2.628023222883037,5.557071928257287
74.0,1,5,10.906381981981982,5550,60530.42,2.744953153153153,5.8810505531972215
74.0,1,6,10.170668253698352,5881,59813.700000000004,2.529697330385988,5.864183440884279
74.0,2,0,10.041403422982887,2045,20534.670000000002,2.575975550122249,5.973130453835134
74.0,2,1,10.111876766534765,1769,17887.91,2.570977953646128,5.031708787085099
74.0,2,2,10.25014778325123,1827,18727.019999999997,2.714679802955666,6.901145557767472
74.0,2,3,10.601676109537298,2118,22454.35,2.73413597733711,6.136094477259456
74.0,2,4,10.818735900427852,2571,27814.970000000005,2.764196810579542,6.1586649032449605
74.0,2,5,10.435318752908332,4298,44851.00000000001,2.6008143322475568,5.313047001919143
74.0,2,6,10.476183887525107,4481,46943.780000000006,2.659127426913636,4.864416441979811
74.0,3,0,11.559534180278282,1653,19107.91,2.9105384150030247,5.048067456052266
74.0,3,1,10.7633215046132,1409,15165.52,2.8227963094393185,4.651416945815961
74.0,3,2,11.155437288135593,1475,16454.27,3.0227457627118643,5.487174880135519
74.0,3,3,11.27582106455266,1766,19913.1,2.9977293318233293,5.3503459253702195
74.0,3,4,10.817346134908913,2031,21970.030000000002,2.8489857213195475,4.7852757073520955
74.0,3,5,10.864896820970442,3586,38961.520000000004,2.8127997769102064,4.86819750707568
74.0,3,6,10.369123335845265,3981,41279.479999999996,2.600605375533786,5.139786003687034
74.0,4,0,11.999646856158485,2322,27863.18,3.3427950043066326,7.299652674029831
74.0,4,1,12.31512558139535,2150,26477.52,3.3356,7.285374976589502
74.0,4,2,11.768764312977098,2096,24667.329999999998,3.2807538167938937,7.687046669435678
74.0,4,3,12.234547001276054,2351,28763.420000000002,3.421697150148873,7.06149948956375
74.0,4,4,11.890425131677953,2658,31604.75,3.2465801354401806,6.160324072576931
74.0,4,5,10.92074038691187,4187,45725.14,2.8159732505373776,5.518937616167248
74.0,4,6,10.494984651711924,4235,44446.26,2.698609208972846,4.791835520222279
74.0,5,0,12.44799504950495,3636,45260.909999999996,3.4051952695269527,6.204389541591684
74.0,5,1,11.777537760045599,3509,41327.380000000005,3.2097520661157026,6.361674375485535
74.0,5,2,12.003408126137055,3298,39587.240000000005,3.275800485142512,6.288506814460724
74.0,5,3,12.056502569651068,3697,44572.89,3.259618609683527,6.718067276867228
74.0,5,4,12.260929339477725,3906,47891.189999999995,3.3840604198668713,5.908005614809337
74.0,5,5,12.18284700122399,4085,49766.93,3.352151774785802,4.624801551650804
74.0,5,6,11.275944634703196,3504,39510.909999999996,3.0021118721461186,4.3956796272676115
74.0,6,0,12.083969675090254,6925,83681.49,3.1037212996389902,8.916157248356559
74.0,6,1,11.962989146819416,6634,79362.47,3.0685740126620455,9.26280082586231
74.0,6,2,11.928103422507844,6691,79810.93999999999,3.0893693020475266,9.031759857944182
74.0,6,3,11.804893111638954,7157,84487.62,2.997483582506637,9.613163323601784
74.0,6,4,11.849122296699129,7907,93691.01000000001,3.0328316681421525,8.882156337693651
74.0,6,5,11.343982445700684,6722,76254.25,3.068513835168105,6.4899214154603095
74.0,6,6,11.21176148796499,5484,61485.30000000001,3.0274945295404825,6.117152030380359
74.0,7,0,10.813756333486872,13026,140859.99,2.331159220021496,9.384007854553753
74.0,7,1,10.8501151241535,13290,144198.03000000003,2.303172310007524,9.573514718354925
74.0,7,2,10.577873905686753,13593,143785.04000000004,2.2320613551092476,9.294722037766833
74.0,7,3,10.722946179587284,14344,153809.94,2.2799365588399336,9.440710426208232
74.0,7,4,10.757581626232259,14303,153865.69,2.3054729776969864,9.074012007754249
74.0,7,5,10.627113526570048,8280,87992.5,2.7552934782608696,7.373583142641677
74.0,7,6,10.764802259887004,6903,74309.43,2.828700564971752,6.701182379922896
74.0,8,0,11.10488989169675,11080,123042.18,2.2464205776173296,9.563033103684775
74.0,8,1,11.206904909332154,11305,126694.06,2.2090482087571877,9.706542752609666
74.0,8,2,11.219916631929971,11995,134582.9,2.2407636515214677,9.815878784331604
74.0,8,3,11.132192083913793,12203,135846.14,2.198210276161601,9.924114817299007
74.0,8,4,10.973266091051803,12740,139799.40999999997,2.1662213500784953,9.534507800848658
74.0,8,5,10.585999585449269,9649,102144.31,2.645259612395066,8.166971629197706
74.0,8,6,10.251232523415231,7367,75520.83,2.582375458124065,7.196574052910231
74.0,9,0,10.954705796038152,6815,74656.32,2.3181438004402057,9.548551499015282
74.0,9,1,11.130200029201342,6849,76230.73999999999,2.2301430865819825,8.77220797640082
74.0,9,2,10.984647634808994,7251,79649.68000000001,2.271519790373742,9.801251159446492
74.0,9,3,11.33929016718617,7058,80032.70999999999,2.306630773590251,9.410577113960246
74.0,9,4,11.15742132867133,8008,89348.63,2.3340147352647356,9.174183141507015
74.0,9,5,10.052379288144946,10873,109299.52,2.4038149544743863,8.443579279129796
74.0,9,6,9.932717237188577,9874,98075.65000000001,2.477138950779826,8.290318936666399
74.0,10,0,10.778787878787877,4917,52999.299999999996,2.3417897091722595,8.224828980156657
74.0,10,1,10.899129574678536,5055,55095.1,2.297649851632047,8.31411822010085
74.0,10,2,10.743191770479426,5298,56917.43,2.264056247640619,7.92341345163522
74.0,10,3,10.867339611536199,5097,55390.83,2.280066705905433,8.184861012023832
74.0,10,4,10.727878837361201,6124,65697.53,2.3150310254735476,7.838698001018416
74.0,10,5,9.94857223903177,10576,105216.1,2.2947040468986386,8.113704336004387
74.0,10,6,9.765199499015926,11178,109155.40000000002,2.335244229736985,8.422180542276944
74.0,11,0,10.761422319474836,5027,54097.67,2.3283429480803655,7.3322757895262365
74.0,11,1,11.068151379870129,4928,54543.84999999999,2.3492836850649357,7.217833365565619
74.0,11,2,10.656305480682839,5565,59302.340000000004,2.2159047619047625,7.721037453906402
74.0,11,3,10.981841674249317,5495,60345.219999999994,2.2951483166515003,7.30912268470393
74.0,11,4,11.07553752843063,6595,73043.17,2.368280515542078,7.469941005718046
74.0,11,5,10.21337287592177,9357,95566.53,2.35129742438816,8.798551794650171
74.0,11,6,9.983116653574234,10184,101668.06,2.3528338570306375,8.409093701990212
74.0,12,0,10.753287694974004,5770,62046.47,2.387001733102253,7.440396609785418
74.0,12,1,10.907568054804399,5547,60504.28,2.3072579772850186,7.9733229769254566
74.0,12,2,10.45586655948553,6220,65035.49,2.135921221864952,7.631374862415968
74.0,12,3,10.959780532752555,5969,65418.93,2.2666761601608316,7.09287266975173
74.0,12,4,10.46518033628546,7791,81534.22000000002,2.203565652676165,7.147523624239818
74.0,12,5,10.476510251963685,9803,102701.23000000001,2.3459461389370597,8.758223052403942
74.0,12,6,10.36968529289572,9628,99839.33,2.405137100124637,9.062893325902841
74.0,13,0,10.588644852090564,6051,64071.89000000001,2.312232688811767,6.78106533537641
74.0,13,1,10.592848312729702,5986,63408.78999999999,2.2465569662545932,6.847292143816344
74.0,13,2,10.929095446982302,6611,72252.25,2.305652700045379,6.945813992033336
74.0,13,3,10.985217326139088,6672,73293.37,2.326500299760192,6.6518570840376094
74.0,13,4,10.801978573819886,8961,96796.53,2.283644682513113,7.254107974386285
74.0,13,5,10.767641868859034,9974,107396.46,2.4016693402847396,8.004801134588009
74.0,13,6,10.73266600199402,10030,107648.64000000001,2.5038394815553344,9.33129597146011
74.0,14,0,10.823656056587092,6786,73449.33,2.3096183318597117,7.5368960192732235
74.0,14,1,10.967530921459494,6468,70937.99,2.2496583178726035,6.917882630870078
74.0,14,2,10.92576816800221,7238,79080.70999999999,2.203093395965736,7.169501235921478
74.0,14,3,10.857824732493565,7383,80163.31999999999,2.1773940132737373,7.095394146081138
74.0,14,4,10.953322006795922,10006,109598.94,2.2141475114931044,7.299642075156117
74.0,14,5,10.660776391162031,9776,104219.75000000001,2.3476933306055647,7.837338667028191
74.0,14,6,11.033235087013379,9941,109681.39,2.51580424504577,9.465590313466997
74.0,15,0,10.694079154164882,6999,74847.86000000002,2.2251835976568084,7.672516873938825
74.0,15,1,10.651138399306557,6922,73727.18,2.147821438890494,7.429657816515944
74.0,15,2,11.196937420539623,7079,79263.12,2.2207472806893622,7.402970997062253
74.0,15,3,11.187939890710382,7320,81895.72,2.2077677595628424,7.356734625799549
74.0,15,4,11.27439876874193,10071,113544.46999999999,2.1956200973091047,7.840812423992863
74.0,15,5,10.926519275523626,9883,107986.79,2.382518466052817,7.371448810428742
74.0,15,6,10.882700683850606,9505,103440.07,2.4315265649658064,8.331067301367721
74.0,16,0,11.25895035264832,7231,81413.47,2.281069008435901,8.194631392008311
74.0,16,1,11.519453079178886,6820,78562.67,2.2654310850439887,8.080460480612015
74.0,16,2,11.749164844774814,6861,80611.02,2.267603847835592,7.883278922803288
74.0,16,3,11.833645833333334,7296,86338.28,2.212224506578948,8.126508487506179
74.0,16,4,11.778208955223882,9648,113636.16,2.1801544361525704,8.478429150269685
74.0,16,5,10.740518818881265,9618,103302.31000000001,2.334548762736536,7.81793495156387
74.0,16,6,10.806451155691235,9172,99116.77,2.433784343654601,8.85253190331838
74.0,17,0,10.777503867973182,7756,83590.32,2.2389685404847857,8.979575389702932
74.0,17,1,10.87175224726019,8121,88289.5,2.1385038788326556,8.936017376283283
74.0,17,2,10.827149299786377,8426,91229.56000000001,2.07636838357465,9.237760463766804
74.0,17,3,11.322904836193448,9615,108869.73000000001,2.1714342173686947,9.03915229561609
